name,rating,user_ratings_total
Shark & Deli,4.4,368.0
DaView BBQ,3.6,8.0
Big Jigga’s BBQ,5.0,1.0
JJ Munchies Snack Shop,5.0,4.0
Mammer Jammer,,
Debbie's Delights,4.0,64.0
Nick's Bar & Grill,4.4,125.0
Honey's,5.0,5.0
Ceasar’s Market LLC,4.0,12.0
The North Star Bistro,4.4,5.0
John's Chop Suey,4.1,893.0
Vinh Chop Suey,4.0,179.0
Elite Supermarket & Grill,3.8,169.0
Trap Pizza,4.0,4.0
Pearlie’s Pickles,4.8,64.0
M & L Market,4.9,7.0
Unch's Bar & Grill,4.0,236.0
Sawmill BBQ Restaurant,4.7,779.0
Layla's Roadhouse,4.5,62.0
Blues City Deli,4.9,2279.0
The Shaved Duck Smokehouse,4.5,2686.0
Lemp Mansion,4.6,1596.0
John D. McGurk's Irish Pub and Garden,4.6,3096.0
Hodak's Restaurant & Bar,4.5,5173.0
Big Daddy's Bar in Soulard #1 Patio & Party Spot,4.3,883.0
Yemanja Brasil Restaurant,4.7,382.0
Tuckers Place,4.3,2705.0
The Mud House,4.6,1643.0
Blackthorn Pub and Pizza,4.4,1116.0
Mad Art Gallery,4.5,158.0
Frazer's Restaurant & Lounge,4.7,755.0
QDOBA Mexican Eats,3.9,697.0
Subway,3.8,95.0
McDonald's,2.8,2927.0
Benton Park Cafe & Coffee Bar,4.5,1017.0
Chava's Mexican Restaurant,4.5,1963.0
Wingstop,3.6,463.0
Meskerem Ethiopian Restaurant,4.6,1064.0
Tree House Restaurant,4.6,1011.0
LemonGrass Restaurant,3.8,405.0
Hammerstone's,4.5,1484.0
The Gelateria Coffee Company,4.6,675.0
Cafe Mochi,4.4,1414.0
Taco Bell,3.4,1456.0
The Vine Cafe and Market,4.4,1524.0
D's Place,4.3,373.0
Domino's Pizza,2.8,667.0
Don Carlos Restaurant,4.3,139.0
Teatopia,5.0,354.0
The B-Side,4.5,266.0
Yaquis on Cherokee,4.5,477.0
Irish Corner Pub,4.5,304.0
Sister Cities Cajun,4.5,922.0
Anheuser-Busch Biergarten,4.5,302.0
Sidney Street Cafe,4.7,570.0
Capitalist Pig,4.3,142.0
The Choice Restaurant,3.9,436.0
Peacemaker Lobster & Crab,4.5,1941.0
San Loo,4.7,119.0
Gooseberries,4.6,269.0
egg,4.6,1266.0
Kevin's Place,4.3,226.0
Milque Toast Bar,4.6,376.0
Lona's Lil Eats,4.8,1447.0
Sheesh,4.3,837.0
Brasilia Bar & Restaurant,4.6,657.0
Urban Fort Play,4.6,258.0
Crafted.,4.4,593.0
Imo's Pizza,3.6,506.0
Fritanga Nicaraguan Cuisine,4.7,874.0
Pizzeoli Wood Fired Pizza,4.7,793.0
Parma Grill & Tap,5.0,3.0
La Vallesana,4.2,1448.0
Rally's,3.2,1633.0
Duke's,4.3,762.0
Starbucks,4.2,832.0
Great Grizzly Bear,4.4,339.0
QuikTrip,3.7,54.0
China King,3.7,165.0
The Schlafly Tap Room,4.5,1268.0
Three Sixty,4.4,2275.0
Pappy's Smokehouse,4.7,7830.0
Hooters,3.7,1941.0
Broadway Oyster Bar,4.6,7431.0
Bridge Tap House & Wine Bar,4.5,939.0
The Fountain on Locust,4.7,2779.0
SqWires Restaurant & Market,4.4,1266.0
Square One Brewery & Distillery,4.5,739.0
Eleven Eleven Mississippi,4.6,1425.0
Ballpark Pizza,3.6,498.0
"BB's Jazz, Blues and Soups",4.5,1420.0
Maggie O'Brien's,4.3,2004.0
Subway,3.6,126.0
Subway,3.5,74.0
Lombardo's Trattoria,4.5,892.0
Ruth's Chris Steak House,4.4,1748.0
Sen Thai Asian Bistro,4.4,1295.0
Urban Chestnut Midtown Brewery and Biergarten,4.6,410.0
Bogart's Smokehouse,4.7,1869.0
The London Tea Room,4.6,1022.0
The Old Spaghetti Factory,4.2,3321.0
RC Deli,2.6,25.0
Syberg's On Market,4.1,1714.0
Brewhouse Historical Sports Bar,4.0,715.0
Rosalita's Cantina,4.1,2558.0
Mango Restaurant,4.5,1198.0
Paddy O's,4.3,771.0
Carmine's Steak House,4.5,1129.0
The Over/Under Bar & Grill,4.1,1270.0
Landry's Seafood House,3.9,2160.0
Blood & Sand,4.5,419.0
Pennydrop Bar + Kitchen,4.1,92.0
Jimmy John's,3.4,202.0
White Castle,3.7,2543.0
Taco Bell,3.2,1536.0
Park Avenue Coffee - 10th Street,4.4,516.0
Mizu Sushi Bar,4.2,496.0
Vito's Sicilian Pizzeria & Ristorante,4.3,801.0
Imo's Pizza Headquarters,3.0,76.0
Blondie's Coffee & Wine Bar,4.2,768.0
Domino's Pizza,2.3,473.0
Subway,2.8,5.0
Small Batch Whiskey & Fare,4.5,666.0
FIELDHOUSE Pub and Grill,4.1,711.0
Red Kitchen and Bar,3.5,33.0
Epic Pizza & Subs,4.4,756.0
White Knight Diner,4.5,691.0
Park Chop Suey,3.8,194.0
Domino's Pizza,2.7,323.0
Samwiches,3.8,22.0
Chili Mac's Diner,4.6,645.0
Mound City Sandwich Shop,4.7,238.0
Imo's Pizza,4.1,1377.0
Station Grille,4.2,118.0
The Marquee Restaurant & Lounge,4.2,739.0
Garment District®,3.1,8.0
The Bistro – Eat. Drink. Connect.®,4.3,18.0
Gourmet Soul Restaurant and Catering,4.3,540.0
Medina Grill,4.6,984.0
Rally's,3.4,771.0
King Grill,4.0,739.0
Cleveland's Tasting LLC,,
Fresno's Diner,4.6,33.0
Firehouse 282,4.5,167.0
Popeyes Louisiana Kitchen,3.1,1431.0
King Grill,4.3,354.0
King's Fried Rice,4.4,593.0
Subway,3.9,167.0
Piekutowski's Distributors,4.7,215.0
Bing Lau Chop Suey,4.3,627.0
Church's Texas Chicken,3.4,605.0
Happy Chop Suey,4.4,43.0
Bikers Corner,4.2,584.0
Golden House Chop Suey,3.8,372.0
Mother's Fish,3.7,429.0
Wing Hing Chop Suey,4.6,30.0
Playground Bar & Grill,4.4,163.0
Sara-Lou Cafe,5.0,5.0
Amber J’s Mini Mart,4.7,9.0
Egg Roll Kitchen,4.0,137.0
King Grill,3.9,29.0
DSquared Bistro,4.5,236.0
Canton House Chop Suey,4.4,161.0
Doggy Style Grill,,
St. Louis FatBurger,4.5,334.0
You Gotta Eat Here!,4.4,54.0
New Light Chop Suey,4.1,100.0
Delmonicos,,
Tony & D's,,
Baba Asaju,,
Landford Chicken Fish & Grill,4.3,3.0
Newstead Chop Suey Cat Fish,4.3,641.0
CW ‘s lounge,4.7,17.0
Black Door Bar And Grill,4.4,26.0
Grand & Grill,,
Snac-Pac,4.7,24.0
Lanett Good Eats,,
Uncle Bubbas,,
Brown's Rib Station,,
JNP All In One Kitchen,,
Billy Birk's Snack Shop,4.0,23.0
Brother's Diner,4.4,375.0
Joe-Jo's Fish and Chicken,4.4,115.0
Chicago Fish & Chicken Grill -CASS & GRAND Market,4.2,154.0
Jaden's Diner,4.4,632.0
Golden Coin House,4.4,372.0
Opa Grill,5.0,3.0
Partners Seafood + Chicken,4.8,22.0
J's On the Boulevard,,
K and M Market,4.4,37.0
Dee Dee’s Pickles LLC,5.0,3.0
Just The 2 Of Us Fried Rice,4.8,101.0
Everyday Eats,,
Bing Chop Suey,4.4,95.0
Hong Mein Chop Suey,4.2,33.0
Little Snackes Shop,4.4,9.0
Cajun City,4.2,220.0
French Frie Factory,4.4,202.0
Neighborhood Bar & Grill,4.5,112.0
McDonald's,3.0,1717.0
Subway,3.7,212.0
THE BBQ MAN,4.5,11.0
Intl Food Products Prairie St Stn,3.5,2.0
KFC,3.4,642.0
Rally's,3.2,758.0
Taco Bell,3.3,696.0
White Castle,3.5,1174.0
Little Caesars Pizza,3.8,127.0
Pizza Hut,3.4,280.0
The Prairies Golf Club,3.8,67.0
Sawmill BBQ Restaurant,4.7,779.0
Imo's Pizza,3.8,254.0
China Express,4.2,667.0
McDonald's,3.1,1441.0
Domino's Pizza,3.1,258.0
Captain D's,3.8,297.0
THE DUO BAR & GRILL,4.7,12.0
Granny Boyz BBQ,5.0,3.0
Popcorn and Candy,,
Classic K Hamburgers,4.2,671.0
Butch's Bar & Grill,4.7,82.0
The Hangover Social,5.0,3.0
Layla's Roadhouse,4.5,62.0
DREMOES BAR & GRILL LLC,5.0,3.0
Unch's Bar & Grill,4.0,236.0
Molly's In Soulard,4.3,1913.0
Diamond Cabaret,4.3,202.0
Bogart's Smokehouse,4.7,1869.0
Country Rock Cabaret,4.6,356.0
Diner Inc,4.5,621.0
Big Daddy's Bar in Soulard #1 Patio & Party Spot,4.3,883.0
John D. McGurk's Irish Pub and Garden,4.6,3096.0
Chava's Mexican Restaurant,4.5,1963.0
Social Bar & Grill Soulard,4.3,1346.0
Jimmy John's,3.3,262.0
DB's Sports Bar,4.4,800.0
Hammerstone's,4.5,1484.0
101 St. Louis Sports Spirits Sand,4.2,328.0
Tuckers Place,4.3,2705.0
Epic Pizza & Subs,4.4,756.0
"1860 Saloon, Game Room, & Hardshell Café",4.5,1253.0
Domino's Pizza,2.7,323.0
Mad Art Gallery,4.5,158.0
D's Place,4.3,373.0
The Philly Wagon,4.0,10.0
St. Louis Bread Co.,3.9,674.0
Subway,4.0,233.0
The Wood Shack Soulard,4.6,579.0
7th Street Grill and Bar Parking Lot,2.0,1.0
Great Grizzly Bear,4.4,339.0
Duke's,4.3,762.0
Capitalist Pig,4.3,142.0
Joanie's To Go,4.4,258.0
Anheuser-Busch Biergarten,4.5,302.0
Soulard Gyro,4.6,417.0
Restaurant Foods At Home,,
Nadine’s Hash House,4.6,129.0
AMaysNEats,,
Jack Nolen's,4.8,313.0
Mom and Pop's Snack Shop Kitchen inside Bottom line Bar& Grill,4.0,4.0
Henry's in Soulard,4.0,290.0
Mauki's Bakery & Country Store,4.8,164.0
STL Steak and Cake,,
Mosito’s In Soulard,4.7,10.0
Pho Thao & Banh Mi (Located inside Soulard Farmers Market - Southeast wing),5.0,6.0
Vegan NATURED at Soulard,4.6,5.0
Goshen Coffee Roasters,4.8,87.0
Soulard's Cajun Corner,4.5,61.0
Fiesta Chicken,5.0,1.0
Pieces Board Game Bar And Restaurant,4.8,1317.0
Más Tequila Cantina,4.2,681.0
Mission Taco Joint - Historic Soulard,4.5,2972.0
Calypso Spirits Bar,4.9,27.0
Ninth Street Deli @ Howard's,4.7,465.0
Bruja @ Mad Art,4.6,35.0
Cafe Miami,4.9,56.0
Three Sixty,4.4,2275.0
Hooters,3.7,1941.0
Bridge Tap House & Wine Bar,4.5,939.0
The Old Spaghetti Factory,4.2,3321.0
Broadway Oyster Bar,4.6,7431.0
Ballpark Pizza,3.6,498.0
Ruth's Chris Steak House,4.4,1748.0
Subway,3.5,74.0
Brewhouse Historical Sports Bar,4.0,715.0
"BB's Jazz, Blues and Soups",4.5,1420.0
Carmine's Steak House,4.5,1129.0
Sen Thai Asian Bistro,4.4,1295.0
Pennydrop Bar + Kitchen,4.1,92.0
Mango Restaurant,4.5,1198.0
The Over/Under Bar & Grill,4.1,1270.0
Jimmy John's,3.4,202.0
Subway,3.6,126.0
Al's Restaurant,4.3,186.0
Paddy O's,4.3,771.0
Park Avenue Coffee - 10th Street,4.4,516.0
Mizu Sushi Bar,4.2,496.0
Red Kitchen and Bar,3.5,33.0
White Castle,3.7,2543.0
Chili Mac's Diner,4.6,645.0
Domino's Pizza,2.3,473.0
Riverfront Grill,2.9,210.0
The Wok,3.8,63.0
"Hayden's Irish Pub, Downtown STL",4.7,29.0
Au Bon Pain,3.4,8.0
Red Door,3.5,414.0
Sauce on the Side,4.6,2136.0
St. Louis Sports Hall of Fame Bar & Grill,3.3,16.0
Budweiser Brew House,4.0,826.0
Ballpark Village,4.5,5166.0
Cardinals Nation,4.3,550.0
Sushi Ai,4.5,1999.0
Rooster,4.1,2721.0
Jack Patrick's Bar & Grill,4.4,570.0
handlebar,5.0,2.0
Pickles Deli,4.6,493.0
Planet Sub Downtown STL,4.4,206.0
Tin Roof,4.1,1471.0
Washington Avenue Bistro,5.0,2.0
The Boom Boom Room,4.1,185.0
Java Plus Cafe & Catering,4.5,33.0
Snarf's Sandwiches MX,4.3,576.0
DraftKings at Casino Queen,3.8,3440.0
So Hospitality Group,,
Kimchi Guys - Laclede's Landing,4.4,694.0
Second Street Sandwich Company,4.9,19.0
Slice Pizzeria & Pasta,4.1,26.0
Morton's The Steakhouse,4.0,492.0
Cinder House and Bar,4.5,532.0
Cafe de Blaire,4.9,409.0
DP's Kitchen,3.8,4.0
Landry's Seafood House,,
"BLT's - Breakfast, Lunch and Tacos",4.5,1021.0
Culture Cafe,4.6,99.0
Sugarfire Smoke House,4.5,6010.0
Riccardo's on Broadway,4.9,27.0
Subway,3.9,167.0
Crown Candy Kitchen,4.7,3510.0
Fresno's Diner,4.6,33.0
King Grill,4.0,739.0
Piekutowski's Distributors,4.7,215.0
White Castle,3.7,1444.0
Gregg's Bar & Grill,4.6,381.0
Assumptions Cigar & Hookah Ultra Lounge,4.2,143.0
Freddie G's Chicken and Waffle,4.3,377.0
Neighborhood Bar & Grill,4.5,112.0
Partners Seafood + Chicken,4.8,22.0
Gene's Bar And Grill,4.4,411.0
China Kim Chinese Restaurant,3.9,16.0
Shell,3.5,26.0
Diner,3.7,6.0
King's Fried Rice,4.4,593.0
PLAY Karaoke & Bistro,5.0,2.0
Dawg Pound Gentlemen's Club,4.3,19.0
Intl Food Products Prairie St Stn,3.5,2.0
China house 1,4.1,74.0
CW ‘s lounge,4.7,17.0
Bernie's Place,4.3,460.0
Tony & D's,,
John's Drive-In,4.7,3.0
Landford Chicken Fish & Grill,4.3,3.0
Baba Asaju,,
Canton House Chop Suey,4.4,161.0
@ Monroe,3.9,380.0
Ernie & Annie's Inc,4.6,194.0
Jerry's Cafeteria & Catering,4.6,583.0
Kimara’s Pizza,4.4,15.0
JJ's Bar-B-Q & More,4.8,107.0
Unger's Fish Market,,
Marko's Fish,4.8,367.0
Mid-Coast Terminal Co,4.7,3.0
